"city","sales","volume","avgprice","listings","onmarket","month","year","date"
"Laredo",75,12605836,168100,NA,NA,7,2007,2007.5
"Laredo",102,15332545,150300,NA,NA,8,2007,2007.58333333333
"Laredo",87,14377973,165300,NA,NA,9,2007,2007.66666666667
"Laredo",94,13828337,147100,NA,NA,10,2007,2007.75
"Laredo",85,13635932,160400,NA,NA,11,2007,2007.83333333333
"Laredo",74,10755379,145300,NA,NA,12,2007,2007.91666666667
"Laredo",72,9257946,128600,NA,NA,1,2008,2008
"Laredo",68,9359866,137600,NA,NA,2,2008,2008.08333333333
"Laredo",84,10969563,130600,766,8.8,3,2008,2008.16666666667
"Laredo",83,12119929,146000,767,8.8,4,2008,2008.25
"Laredo",82,10661057,130000,751,8.9,5,2008,2008.33333333333
"Laredo",98,13996916,142800,771,9.2,6,2008,2008.41666666667
"Laredo",82,11330344,138200,799,9.5,7,2008,2008.5
"Laredo",89,12900268,144900,788,9.5,8,2008,2008.58333333333
"Laredo",90,13979331,155300,795,9.5,9,2008,2008.66666666667
"Laredo",93,12256969,131800,805,9.7,10,2008,2008.75
"Laredo",67,8508585,127000,808,9.9,11,2008,2008.83333333333
"Laredo",79,10721558,135700,709,8.6,12,2008,2008.91666666667
"Laredo",57,6778435,118900,759,9.4,1,2009,2009
"Laredo",64,9181843,143500,725,9,2,2009,2009.08333333333
"Laredo",73,9677960,132600,687,8.6,3,2009,2009.16666666667
"Laredo",86,11867209,138000,697,8.7,4,2009,2009.25
"Longview-Marshall",73,6170000,84500,1054,8.1,1,2000,2000
"Longview-Marshall",100,10120000,101200,1090,8.4,2,2000,2000.08333333333
"Longview-Marshall",135,13520000,100100,1079,8.4,3,2000,2000.16666666667
"Longview-Marshall",138,13865000,100500,1078,8.2,4,2000,2000.25
"Longview-Marshall",141,13910000,98700,1075,8.3,5,2000,2000.33333333333
"Longview-Marshall",188,18815000,100100,1075,8.2,6,2000,2000.41666666667
"Longview-Marshall",NA,NA,NA,NA,NA,7,2000,2000.5
"Longview-Marshall",182,17235000,94700,1075,8.2,8,2000,2000.58333333333
"Longview-Marshall",147,13780000,93700,NA,NA,9,2000,2000.66666666667
"Longview-Marshall",124,13055000,105300,NA,NA,10,2000,2000.75
"Longview-Marshall",134,12225000,91200,NA,NA,11,2000,2000.83333333333
"Longview-Marshall",125,12340000,98700,NA,NA,12,2000,2000.91666666667
"Longview-Marshall",77,7930000,103000,NA,NA,1,2001,2001
"Longview-Marshall",107,9690000,90600,NA,NA,2,2001,2001.08333333333
"Longview-Marshall",167,16450000,98500,NA,NA,3,2001,2001.16666666667
"Longview-Marshall",178,18440000,103600,1063,7.4,4,2001,2001.25
"Longview-Marshall",179,17245000,96300,1063,7.3,5,2001,2001.33333333333
"Longview-Marshall",205,20975000,102300,1063,7.2,6,2001,2001.41666666667
"Longview-Marshall",160,14955000,93500,962,6.5,7,2001,2001.5
"Longview-Marshall",181,19325000,106800,961,6.5,8,2001,2001.58333333333
"Longview-Marshall",145,15325000,105700,998,6.7,9,2001,2001.66666666667
"Longview-Marshall",142,14610000,102900,974,6.5,10,2001,2001.75
"Longview-Marshall",NA,NA,NA,NA,NA,11,2001,2001.83333333333
"Longview-Marshall",145,15325000,105700,998,6.5,12,2001,2001.91666666667
"Longview-Marshall",110,11865000,107900,943,6,1,2002,2002
"Longview-Marshall",NA,NA,NA,NA,NA,2,2002,2002.08333333333
"Longview-Marshall",NA,NA,NA,NA,NA,3,2002,2002.16666666667
"Longview-Marshall",NA,NA,NA,NA,NA,4,2002,2002.25
"Longview-Marshall",NA,NA,NA,NA,NA,5,2002,2002.33333333333
"Longview-Marshall",NA,NA,NA,NA,NA,6,2002,2002.41666666667
"Longview-Marshall",174,17645000,101400,NA,NA,7,2002,2002.5
"Longview-Marshall",NA,NA,NA,NA,NA,8,2002,2002.58333333333
"Longview-Marshall",NA,NA,NA,NA,NA,9,2002,2002.66666666667
"Longview-Marshall",NA,NA,NA,NA,NA,10,2002,2002.75
"Longview-Marshall",NA,NA,NA,NA,NA,11,2002,2002.83333333333
"Longview-Marshall",150,14415000,96100,NA,NA,12,2002,2002.91666666667
"Longview-Marshall",127,12860000,101300,NA,NA,1,2003,2003
"Longview-Marshall",108,10890000,100800,NA,NA,2,2003,2003.08333333333
"Longview-Marshall",137,14185000,103500,NA,NA,3,2003,2003.16666666667
"Longview-Marshall",144,14945000,103800,NA,NA,4,2003,2003.25
"Longview-Marshall",179,17900000,100000,NA,NA,5,2003,2003.33333333333
"Longview-Marshall",209,24730000,118300,NA,NA,6,2003,2003.41666666667
"Longview-Marshall",179,19040000,106400,NA,NA,7,2003,2003.5
"Longview-Marshall",190,22915000,120600,NA,NA,8,2003,2003.58333333333
"Longview-Marshall",188,18985000,101000,NA,NA,9,2003,2003.66666666667
"Longview-Marshall",173,18550000,107200,NA,NA,10,2003,2003.75
"Longview-Marshall",109,12360000,113400,NA,NA,11,2003,2003.83333333333
"Longview-Marshall",174,18435000,105900,NA,NA,12,2003,2003.91666666667
"Longview-Marshall",115,10820000,94100,NA,NA,1,2004,2004
"Longview-Marshall",157,17475000,111300,NA,NA,2,2004,2004.08333333333
"Longview-Marshall",185,20475000,110700,NA,NA,3,2004,2004.16666666667
"Longview-Marshall",212,22790000,107500,NA,NA,4,2004,2004.25
"Longview-Marshall",214,22965000,107300,NA,NA,5,2004,2004.33333333333
"Longview-Marshall",234,27605000,118000,NA,NA,6,2004,2004.41666666667
"Longview-Marshall",230,26975000,117300,NA,NA,7,2004,2004.5
"Longview-Marshall",233,27465000,117900,NA,NA,8,2004,2004.58333333333
"Longview-Marshall",190,19510000,102700,NA,NA,9,2004,2004.66666666667
"Longview-Marshall",172,20805000,121000,1151,6.2,10,2004,2004.75
"Longview-Marshall",150,14415000,96100,1154,6.1,11,2004,2004.83333333333
"Longview-Marshall",191,21795000,114100,940,4.9,12,2004,2004.91666666667
"Longview-Marshall",161,18610000,115600,1130,5.8,1,2005,2005
"Longview-Marshall",163,16805000,103100,1148,5.9,2,2005,2005.08333333333
"Longview-Marshall",173,19200000,111000,1152,6,3,2005,2005.16666666667
"Longview-Marshall",226,24315000,107600,1170,6,4,2005,2005.25
"Longview-Marshall",218,26390000,121100,1175,6,5,2005,2005.33333333333
"Longview-Marshall",255,32645000,128000,1180,6,6,2005,2005.41666666667
"Longview-Marshall",229,28890000,126200,1180,6,7,2005,2005.5
"Longview-Marshall",292,34350000,117600,1180,5.9,8,2005,2005.58333333333
"Longview-Marshall",191,22650000,118600,1180,5.8,9,2005,2005.66666666667
"Longview-Marshall",220,26560000,120700,1175,5.7,10,2005,2005.75
"Longview-Marshall",183,24005000,131200,1170,5.6,11,2005,2005.83333333333
"Longview-Marshall",185,21630000,116900,1170,5.6,12,2005,2005.91666666667
"Longview-Marshall",139,14625000,105200,1120,5.4,1,2006,2006
"Longview-Marshall",197,22775000,115600,1069,5.1,2,2006,2006.08333333333
"Longview-Marshall",250,32330000,129300,1073,5,3,2006,2006.16666666667
"Longview-Marshall",220,29515000,134200,1113,5.2,4,2006,2006.25
"Longview-Marshall",258,32830000,127200,1141,5.2,5,2006,2006.33333333333
"Longview-Marshall",266,33660000,126500,1016,4.6,6,2006,2006.41666666667
"Longview-Marshall",245,34075000,139100,1199,5.4,7,2006,2006.5
"Longview-Marshall",257,37295000,145100,1010,4.6,8,2006,2006.58333333333
"Longview-Marshall",225,30210000,134300,1181,5.4,9,2006,2006.66666666667
"Longview-Marshall",245,28940000,118100,1158,5.2,10,2006,2006.75
"Longview-Marshall",190,24980000,131500,1086,4.9,11,2006,2006.83333333333
"Longview-Marshall",204,24160000,118400,1091,4.9,12,2006,2006.91666666667
"Longview-Marshall",143,17710000,123800,1128,5,1,2007,2007
"Longview-Marshall",204,25200000,123500,1023,4.5,2,2007,2007.08333333333
"Longview-Marshall",223,31340000,140500,1220,5.5,3,2007,2007.16666666667
"Longview-Marshall",265,41980000,158400,1223,5.4,4,2007,2007.25
"Longview-Marshall",265,37495000,141500,1300,5.7,5,2007,2007.33333333333
"Longview-Marshall",260,38395000,147700,1312,5.8,6,2007,2007.41666666667
"Longview-Marshall",251,36715000,146300,1320,5.8,7,2007,2007.5
"Longview-Marshall",267,38115000,142800,1194,5.2,8,2007,2007.58333333333
"Longview-Marshall",160,21850000,136600,1370,6.1,9,2007,2007.66666666667
"Longview-Marshall",204,26850000,131600,1320,6,10,2007,2007.75
"Longview-Marshall",196,26115000,133200,1306,5.9,11,2007,2007.83333333333
"Longview-Marshall",151,19850000,131500,1238,5.7,12,2007,2007.91666666667
"Longview-Marshall",145,20260000,139700,1352,6.3,1,2008,2008
"Longview-Marshall",169,21890000,129500,1325,6.2,2,2008,2008.08333333333
"Longview-Marshall",187,25675000,137300,1418,6.8,3,2008,2008.16666666667
"Longview-Marshall",196,28385000,144800,1439,7,4,2008,2008.25
"Longview-Marshall",219,30765000,140500,1517,7.6,5,2008,2008.33333333333
"Longview-Marshall",242,36420000,150500,1544,7.8,6,2008,2008.41666666667
"Longview-Marshall",226,32580000,144200,1364,6.9,7,2008,2008.5
"Longview-Marshall",216,30430000,140900,1491,7.7,8,2008,2008.58333333333
"Longview-Marshall",217,30585000,140900,1271,6.4,9,2008,2008.66666666667
"Longview-Marshall",187,26220000,140200,1216,6.2,10,2008,2008.75
"Longview-Marshall",134,18580000,138700,1288,6.8,11,2008,2008.83333333333
"Longview-Marshall",159,2.2e+07,138400,1236,6.5,12,2008,2008.91666666667
"Longview-Marshall",91,12255000,134700,1296,6.9,1,2009,2009
"Longview-Marshall",132,18075000,136900,1327,7.2,2,2009,2009.08333333333
"Longview-Marshall",169,22700000,134300,1348,7.4,3,2009,2009.16666666667
"Longview-Marshall",133,19190000,144300,1415,8,4,2009,2009.25
"Lubbock",110,11615000,105600,723,3.6,1,2000,2000
"Lubbock",182,19475000,107000,767,3.8,2,2000,2000.08333333333
"Lubbock",213,20790000,97600,764,3.8,3,2000,2000.16666666667
"Lubbock",213,21060000,98900,761,3.8,4,2000,2000.25
"Lubbock",240,22550000,94000,778,3.9,5,2000,2000.33333333333
"Lubbock",256,27920000,109100,754,3.8,6,2000,2000.41666666667
"Lubbock",223,23900000,107200,798,4.1,7,2000,2000.5
"Lubbock",243,24590000,101200,774,4,8,2000,2000.58333333333
"Lubbock",185,19315000,104400,801,4.1,9,2000,2000.66666666667
"Lubbock",148,15340000,103600,787,4,10,2000,2000.75
"Lubbock",137,12295339,89700,763,3.9,11,2000,2000.83333333333
"Lubbock",157,15420000,98200,717,3.7,12,2000,2000.91666666667
"Lubbock",156,14670000,94000,767,3.9,1,2001,2001
"Lubbock",166,16475000,99200,782,4,2,2001,2001.08333333333
"Lubbock",260,26265000,101000,810,4.1,3,2001,2001.16666666667
"Lubbock",200,19365000,96800,822,4.2,4,2001,2001.25
"Lubbock",253,26790000,105900,833,4.2,5,2001,2001.33333333333
"Lubbock",274,28600000,104400,862,4.3,6,2001,2001.41666666667
"Lubbock",280,30435000,108700,836,4.1,7,2001,2001.5
"Lubbock",260,26945000,103600,860,4.2,8,2001,2001.58333333333
"Lubbock",188,18945000,100800,850,4.1,9,2001,2001.66666666667
"Lubbock",210,21585000,102800,832,3.9,10,2001,2001.75
"Lubbock",169,18220000,107800,769,3.6,11,2001,2001.83333333333
"Lubbock",215,22300000,103700,711,3.2,12,2001,2001.91666666667
"Lubbock",154,15760000,102300,753,3.4,1,2002,2002
"Lubbock",218,21065000,96600,700,3.1,2,2002,2002.08333333333
"Lubbock",238,24215000,101700,681,3.1,3,2002,2002.16666666667
"Lubbock",252,26790000,106300,643,2.8,4,2002,2002.25
"Lubbock",330,35645000,108000,598,2.6,5,2002,2002.33333333333
"Lubbock",263,30800000,117100,639,2.8,6,2002,2002.41666666667
"Lubbock",271,30305000,111800,655,2.8,7,2002,2002.5
"Lubbock",297,34355000,115700,687,2.9,8,2002,2002.58333333333
"Lubbock",219,25090000,114600,718,3,9,2002,2002.66666666667
"Lubbock",221,24685000,111700,750,3.2,10,2002,2002.75
"Lubbock",186,20615000,110800,753,3.2,11,2002,2002.83333333333
"Lubbock",244,30370000,124500,697,2.9,12,2002,2002.91666666667
"Lubbock",172,20375000,118500,727,3,1,2003,2003
"Lubbock",186,20930000,112500,723,3,2,2003,2003.08333333333
"Lubbock",216,23980000,111000,711,3,3,2003,2003.16666666667
"Lubbock",291,33395000,114800,733,3,4,2003,2003.25
"Lubbock",301,34460000,114500,757,3.2,5,2003,2003.33333333333
"Lubbock",267,31450000,117800,798,3.3,6,2003,2003.41666666667
"Lubbock",301,35355000,117500,853,3.5,7,2003,2003.5
"Lubbock",362,42510000,117400,921,3.7,8,2003,2003.58333333333
"Lubbock",247,34085000,138000,990,4,9,2003,2003.66666666667
"Lubbock",241,28430000,118000,1027,4.1,10,2003,2003.75
"Lubbock",193,23695000,122800,1030,4.1,11,2003,2003.83333333333
"Lubbock",238,28310000,118900,966,3.8,12,2003,2003.91666666667
"Lubbock",146,16215000,111100,1012,4.1,1,2004,2004
"Lubbock",170,20650000,121500,1033,4.2,2,2004,2004.08333333333
"Lubbock",229,26830000,117200,1040,4.2,3,2004,2004.16666666667
"Lubbock",247,28940000,117200,1054,4.3,4,2004,2004.25
"Lubbock",330,39250000,118900,1065,4.3,5,2004,2004.33333333333
"Lubbock",339,41645000,122800,1104,4.4,6,2004,2004.41666666667
"Lubbock",358,42755000,119400,1162,4.5,7,2004,2004.5
"Lubbock",300,36730000,122400,1218,4.8,8,2004,2004.58333333333
"Lubbock",183,21140000,115500,1246,5,9,2004,2004.66666666667
"Lubbock",183,25285000,138200,1259,5.2,10,2004,2004.75
"Lubbock",191,24400000,127700,1226,5,11,2004,2004.83333333333
"Lubbock",222,27165000,122400,1176,4.9,12,2004,2004.91666666667
"Lubbock",154,16835000,109300,1241,5.1,1,2005,2005
"Lubbock",192,22210000,115700,1255,5.1,2,2005,2005.08333333333
"Lubbock",260,30585000,117600,1254,5.1,3,2005,2005.16666666667
"Lubbock",300,37660000,125500,1243,5,4,2005,2005.25
"Lubbock",318,38195000,120100,1308,5.2,5,2005,2005.33333333333
"Lubbock",338,42710000,126400,1309,5.2,6,2005,2005.41666666667
"Lubbock",371,45990000,124000,1421,5.7,7,2005,2005.5
"Lubbock",349,4e+07,114600,1459,5.7,8,2005,2005.58333333333
"Lubbock",261,32475000,124400,1448,5.5,9,2005,2005.66666666667
"Lubbock",262,33195000,126700,1435,5.4,10,2005,2005.75
"Lubbock",224,30975000,138300,1392,5.1,11,2005,2005.83333333333
"Lubbock",214,25875000,120900,1441,5.3,12,2005,2005.91666666667
"Lubbock",180,20580000,114300,1360,5,1,2006,2006
"Lubbock",227,29760000,131100,1382,5,2,2006,2006.08333333333
"Lubbock",277,33470000,120800,1446,5.2,3,2006,2006.16666666667
"Lubbock",289,34610000,119800,1461,5.3,4,2006,2006.25
"Lubbock",335,41035000,122500,1483,5.3,5,2006,2006.33333333333
"Lubbock",349,42415000,121500,1504,5.4,6,2006,2006.41666666667
"Lubbock",393,51165000,130200,1548,5.5,7,2006,2006.5
"Lubbock",341,45705000,134000,1555,5.6,8,2006,2006.58333333333
"Lubbock",234,30460000,130200,1624,5.9,9,2006,2006.66666666667
"Lubbock",238,28600000,120200,1582,5.8,10,2006,2006.75
"Lubbock",244,32095000,131500,1608,5.8,11,2006,2006.83333333333
"Lubbock",228,29760000,130500,1566,5.6,12,2006,2006.91666666667
"Lubbock",193,23880000,123700,1633,5.9,1,2007,2007
"Lubbock",237,30730000,129700,1661,5.9,2,2007,2007.08333333333
"Lubbock",327,43695000,133600,1636,5.8,3,2007,2007.16666666667
"Lubbock",285,33760000,118500,1681,5.9,4,2007,2007.25
"Lubbock",380,46560000,122500,1732,6,5,2007,2007.33333333333
"Lubbock",373,48930000,131200,1833,6.3,6,2007,2007.41666666667
"Lubbock",385,52710000,136900,1907,6.6,7,2007,2007.5
"Lubbock",353,46235000,131000,1894,6.5,8,2007,2007.58333333333
"Lubbock",214,26225000,122500,1873,6.5,9,2007,2007.66666666667
"Lubbock",252,34970000,138800,1813,6.3,10,2007,2007.75
"Lubbock",258,32910000,127600,1700,5.9,11,2007,2007.83333333333
"Lubbock",228,29050000,127400,1558,5.4,12,2007,2007.91666666667
"Lubbock",170,22580000,132800,1565,5.4,1,2008,2008
"Lubbock",222,28240000,127200,1534,5.3,2,2008,2008.08333333333
"Lubbock",299,38500000,128800,1539,5.4,3,2008,2008.16666666667
"Lubbock",322,43295000,134500,1540,5.3,4,2008,2008.25
"Lubbock",378,53910000,142600,1586,5.5,5,2008,2008.33333333333
"Lubbock",376,49610000,131900,1621,5.6,6,2008,2008.41666666667
"Lubbock",345,45255000,131200,1619,5.7,7,2008,2008.5
"Lubbock",342,48660000,142300,1544,5.4,8,2008,2008.58333333333
"Lubbock",247,33360000,135100,1495,5.2,9,2008,2008.66666666667
"Lubbock",192,27895000,145300,1529,5.4,10,2008,2008.75
"Lubbock",151,20120000,133200,1503,5.5,11,2008,2008.83333333333
"Lubbock",201,28115000,139900,1436,5.3,12,2008,2008.91666666667
"Lubbock",134,17705000,132100,1452,5.4,1,2009,2009
"Lubbock",199,25575000,128500,1510,5.7,2,2009,2009.08333333333
"Lubbock",258,34270000,132800,1516,5.8,3,2009,2009.16666666667
"Lubbock",289,39285000,135900,1459,5.6,4,2009,2009.25
"Lufkin",28,2280000,81400,NA,NA,1,2000,2000
"Lufkin",35,3030000,86600,343,7.7,2,2000,2000.08333333333
"Lufkin",44,3700000,84100,NA,NA,3,2000,2000.16666666667
"Lufkin",47,4145000,88200,NA,NA,4,2000,2000.25
"Lufkin",44,4135000,94000,352,7.9,5,2000,2000.33333333333
"Lufkin",55,4695000,85400,354,8.1,6,2000,2000.41666666667
"Lufkin",36,3200000,88900,362,8.6,7,2000,2000.5
"Lufkin",34,2815000,82800,362,9,8,2000,2000.58333333333
"Lufkin",65,5420000,83400,350,8.5,9,2000,2000.66666666667
"Lufkin",51,4945000,97000,NA,NA,10,2000,2000.75
"Lufkin",34,4025000,118400,341,8,11,2000,2000.83333333333
"Lufkin",33,3105000,94100,349,8.3,12,2000,2000.91666666667
"Lufkin",20,2175000,108800,349,8.4,1,2001,2001
"Lufkin",30,3405000,113500,404,9.8,2,2001,2001.08333333333
"Lufkin",50,4965000,99300,397,9.5,3,2001,2001.16666666667
"Lufkin",34,3565000,104900,428,10.6,4,2001,2001.25
"Lufkin",59,5245000,88900,448,10.7,5,2001,2001.33333333333
"Lufkin",63,6840000,108600,429,10.1,6,2001,2001.41666666667
"Lufkin",49,5645000,115200,NA,NA,7,2001,2001.5
"Lufkin",43,3710000,86300,417,9.4,8,2001,2001.58333333333
"Lufkin",39,4165000,106800,425,10.1,9,2001,2001.66666666667
"Lufkin",49,5355000,109300,NA,NA,10,2001,2001.75
"Lufkin",36,3135000,87100,NA,NA,11,2001,2001.83333333333
"Lufkin",46,4765000,103600,NA,NA,12,2001,2001.91666666667
"Lufkin",46,4220000,91700,NA,NA,1,2002,2002
"Lufkin",39,3315000,85000,NA,NA,2,2002,2002.08333333333
"Lufkin",64,6410000,100200,NA,NA,3,2002,2002.16666666667
"Lufkin",51,4610000,90400,NA,NA,4,2002,2002.25
"Lufkin",67,6660000,99400,NA,NA,5,2002,2002.33333333333
"Lufkin",57,5840000,102500,NA,NA,6,2002,2002.41666666667
"Lufkin",71,7085000,99800,370,7.3,7,2002,2002.5
"Lufkin",69,7135000,103400,NA,NA,8,2002,2002.58333333333
"Lufkin",47,4600000,97900,NA,NA,9,2002,2002.66666666667
"Lufkin",65,5695000,87600,NA,NA,10,2002,2002.75
"Lufkin",50,5525000,110500,NA,NA,11,2002,2002.83333333333
"Lufkin",70,6620000,94600,NA,NA,12,2002,2002.91666666667
"Lufkin",45,4700000,104400,NA,NA,1,2003,2003
"Lufkin",36,3695000,102600,NA,NA,2,2003,2003.08333333333
"Lufkin",46,3885000,84500,671,11.9,3,2003,2003.16666666667
"Lufkin",74,7040000,95100,NA,NA,4,2003,2003.25
"Lufkin",61,6325000,103700,NA,NA,5,2003,2003.33333333333
"Lufkin",50,5320000,106400,NA,NA,6,2003,2003.41666666667
"Lufkin",60,5655000,94200,711,12.7,7,2003,2003.5
"Lufkin",61,5795000,95000,NA,NA,8,2003,2003.58333333333
"Lufkin",45,4020000,89300,NA,NA,9,2003,2003.66666666667
"Lufkin",74,7785000,105200,NA,NA,10,2003,2003.75
"Lufkin",48,4530000,94400,NA,NA,11,2003,2003.83333333333
"Lufkin",49,4500000,91800,780,14.4,12,2003,2003.91666666667
"Lufkin",39,3775000,96800,764,14.3,1,2004,2004
"Lufkin",52,4995000,96100,795,14.5,2,2004,2004.08333333333
"Lufkin",60,6210000,103500,786,14,3,2004,2004.16666666667
"Lufkin",64,7565000,118200,NA,NA,4,2004,2004.25
"Lufkin",72,8050000,111800,NA,NA,5,2004,2004.33333333333
"Lufkin",45,6115000,135900,NA,NA,6,2004,2004.41666666667
"Lufkin",57,5735000,100600,828,14.9,7,2004,2004.5
"Lufkin",81,7775000,96000,NA,NA,8,2004,2004.58333333333
"Lufkin",59,7040000,119300,NA,NA,9,2004,2004.66666666667
"Lufkin",56,5400000,96400,NA,NA,10,2004,2004.75
"Lufkin",76,7635000,100500,NA,NA,11,2004,2004.83333333333
"Lufkin",62,5900000,95200,NA,NA,12,2004,2004.91666666667
"Lufkin",40,5450000,136200,720,11.9,1,2005,2005
"Lufkin",44,5065000,115100,NA,NA,2,2005,2005.08333333333
"Lufkin",72,7770000,107900,NA,NA,3,2005,2005.16666666667
"Lufkin",63,5995000,95200,NA,NA,4,2005,2005.25
"Lufkin",84,8515000,101400,NA,NA,5,2005,2005.33333333333
"Lufkin",85,11790000,138700,NA,NA,6,2005,2005.41666666667
"Lufkin",80,8560000,107000,NA,NA,7,2005,2005.5
"Lufkin",90,10565000,117400,NA,NA,8,2005,2005.58333333333
"Lufkin",62,7290000,117600,NA,NA,9,2005,2005.66666666667
"Lufkin",67,7225000,107800,NA,NA,10,2005,2005.75
"Lufkin",47,6150000,130900,NA,NA,11,2005,2005.83333333333
"Lufkin",63,8010000,127100,NA,NA,12,2005,2005.91666666667
"Lufkin",54,5220000,96700,NA,NA,1,2006,2006
"Lufkin",58,7570000,130500,NA,NA,2,2006,2006.08333333333
"Lufkin",82,7335000,89500,NA,NA,3,2006,2006.16666666667
"Lufkin",66,8555000,129600,NA,NA,4,2006,2006.25
"Lufkin",87,10840000,124600,NA,NA,5,2006,2006.33333333333
"Lufkin",75,10180000,135700,NA,NA,6,2006,2006.41666666667
"Lufkin",72,9490000,131800,NA,NA,7,2006,2006.5
"Lufkin",101,13865000,137300,NA,NA,8,2006,2006.58333333333
"Lufkin",61,7765000,127300,NA,NA,9,2006,2006.66666666667
"Lufkin",78,9030000,115800,NA,NA,10,2006,2006.75
"Lufkin",49,5720000,116700,NA,NA,11,2006,2006.83333333333
"Lufkin",51,7790000,152700,NA,NA,12,2006,2006.91666666667
"Lufkin",59,7445000,126200,NA,NA,1,2007,2007
"Lufkin",47,5670000,120600,NA,NA,2,2007,2007.08333333333
"Lufkin",54,5650000,104600,NA,NA,3,2007,2007.16666666667
"Lufkin",65,7500000,115400,NA,NA,4,2007,2007.25
"Lufkin",76,8975000,118100,NA,NA,5,2007,2007.33333333333
"Lufkin",86,10335000,120200,NA,NA,6,2007,2007.41666666667
"Lufkin",71,9635000,135700,NA,NA,7,2007,2007.5
"Lufkin",68,8735000,128500,NA,NA,8,2007,2007.58333333333
"Lufkin",54,7685000,142300,NA,NA,9,2007,2007.66666666667
"Lufkin",73,9015000,123500,NA,NA,10,2007,2007.75
"Lufkin",63,7720000,122500,NA,NA,11,2007,2007.83333333333
"Lufkin",38,3945000,103800,NA,NA,12,2007,2007.91666666667
"Lufkin",54,6585000,121900,NA,NA,1,2008,2008
"Lufkin",58,8305000,143200,NA,NA,2,2008,2008.08333333333
"Lufkin",51,5575000,109300,NA,NA,3,2008,2008.16666666667
"Lufkin",52,6885000,132400,NA,NA,4,2008,2008.25
"Lufkin",82,10905000,133000,NA,NA,5,2008,2008.33333333333
"Lufkin",70,8965000,128100,NA,NA,6,2008,2008.41666666667
"Lufkin",48,6095000,127000,NA,NA,7,2008,2008.5
"Lufkin",60,8180000,136300,NA,NA,8,2008,2008.58333333333
"Lufkin",37,4530000,122400,NA,NA,9,2008,2008.66666666667
"Lufkin",44,5140000,116800,NA,NA,10,2008,2008.75
"Lufkin",21,2795000,133100,NA,NA,11,2008,2008.83333333333
"Lufkin",51,6920000,135700,NA,NA,12,2008,2008.91666666667
"Lufkin",28,3220000,115000,NA,NA,1,2009,2009
"Lufkin",34,4980000,146500,NA,NA,2,2009,2009.08333333333
"Lufkin",55,7605000,138300,NA,NA,3,2009,2009.16666666667
"Lufkin",44,6350000,144300,NA,NA,4,2009,2009.25
"McAllen",67,5590000,83400,1303,14.1,1,2000,2000
"McAllen",100,8925000,89200,1295,13.7,2,2000,2000.08333333333
"McAllen",NA,NA,NA,NA,NA,3,2000,2000.16666666667
"McAllen",64,6860000,107200,1267,14,4,2000,2000.25
"McAllen",129,12335000,95600,1288,13.6,5,2000,2000.33333333333
"McAllen",120,12570000,104800,186,1.9,6,2000,2000.41666666667
"McAllen",103,10660000,103500,1333,13.9,7,2000,2000.5
"McAllen",120,10855000,90500,542,5.5,8,2000,2000.58333333333
"McAllen",102,10710000,105000,528,5.4,9,2000,2000.66666666667
"McAllen",106,10900000,102800,2413,24.4,10,2000,2000.75
"McAllen",92,9520000,103500,2437,24.6,11,2000,2000.83333333333
"McAllen",NA,NA,NA,NA,NA,12,2000,2000.91666666667
"McAllen",86,8265000,96100,NA,NA,1,2001,2001
"McAllen",107,11070000,103500,NA,NA,2,2001,2001.08333333333
"McAllen",122,11665000,95600,NA,NA,3,2001,2001.16666666667
"McAllen",132,12315000,93300,NA,NA,4,2001,2001.25
"McAllen",122,13070000,107100,NA,NA,5,2001,2001.33333333333
"McAllen",132,15020000,113800,NA,NA,6,2001,2001.41666666667
"McAllen",149,15615000,104800,NA,NA,7,2001,2001.5
"McAllen",153,15835000,103500,NA,NA,8,2001,2001.58333333333
"McAllen",118,14430000,122300,NA,NA,9,2001,2001.66666666667
"McAllen",126,12700000,100800,NA,NA,10,2001,2001.75
"McAllen",144,13620000,94600,NA,NA,11,2001,2001.83333333333
"McAllen",121,10725000,88600,NA,NA,12,2001,2001.91666666667
"McAllen",105,10940000,104200,NA,NA,1,2002,2002
"McAllen",118,10990000,93100,NA,NA,2,2002,2002.08333333333
"McAllen",117,12755000,109000,NA,NA,3,2002,2002.16666666667
"McAllen",124,14285000,115200,NA,NA,4,2002,2002.25
"McAllen",139,14760000,106200,NA,NA,5,2002,2002.33333333333
"McAllen",160,18520000,115800,NA,NA,6,2002,2002.41666666667
"McAllen",119,13635000,114600,NA,NA,7,2002,2002.5
"McAllen",185,19720000,106600,1263,9.6,8,2002,2002.58333333333
"McAllen",126,13370000,106100,1300,9.8,9,2002,2002.66666666667
"McAllen",138,16070000,116400,NA,NA,10,2002,2002.75
"McAllen",129,13280000,102900,NA,NA,11,2002,2002.83333333333
"McAllen",155,16195000,104500,1267,9.4,12,2002,2002.91666666667
"McAllen",113,11965000,105900,1354,10,1,2003,2003
"McAllen",111,10855000,97800,NA,NA,2,2003,2003.08333333333
"McAllen",132,13210000,100100,NA,NA,3,2003,2003.16666666667
"McAllen",138,14650000,106200,1326,9.7,4,2003,2003.25
"McAllen",152,15890000,104500,NA,NA,5,2003,2003.33333333333
"McAllen",177,19460000,109900,NA,NA,6,2003,2003.41666666667
"McAllen",171,21755000,127200,NA,NA,7,2003,2003.5
"McAllen",178,20920000,117500,NA,NA,8,2003,2003.58333333333
